Id,Sheep Breed,Any Diseases,Output
760,Gurez,Mastitis,"Generally these are found white in colour,although few sheeps are brown or black.Fleece is generally coarse and hairy.It produces one of the finest carpet wool.The fleece is typically removed from the entire body.  Mastitis in sheep can have an impact on wool quality and quantity. The inflammation caused by mastitis can lead to changes in the wool follicles, resulting in uneven wool growth, shorter staple length, and wool quality. In severe cases, the inflammation can cause wool breakage, leading to wool loss."
761,Gurez,Milk fever(hypocalcaemia),"Generally these are found white in colour,although few sheeps are brown or black.Fleece is generally coarse and hairy.It produces one of the finest carpet wool.The fleece is typically removed from the entire body. Regarding wool, there is no direct impact of milk fever on the quality or quantity of wool production."
762,Gurez,Nitrate poisoning,"Generally these are found white in colour,although few sheeps are brown or black.Fleece is generally coarse and hairy.It produces one of the finest carpet wool.The fleece is typically removed from the entire body.  This might cause wool fibers to become brittle and break more easily.It can also cause discoloration of wool.The wool may be weaker, have more breaks, and be more prone to shrinkage during processing."
763,Gurez,Ovine Johne's disease(OJD),"Generally these are found white in colour,although few sheeps are brown or black.Fleece is generally coarse and hairy.It produces one of the finest carpet wool.The fleece is typically removed from the entire body.  OJD can affect wool production in infected sheep. The disease causes severe wasting, which can lead to a decrease in body condition score and wool production. Additionally, the wool quality may be affected due to the poor nutrition of the infected sheep "
764,Gurez,Oxalate poisoning,"Generally these are found white in colour,although few sheeps are brown or black.Fleece is generally coarse and hairy.It produces one of the finest carpet wool.The fleece is typically removed from the entire body.  it is known that the disease can cause a decrease in body condition score and wool production due to severe wasting"
765,Gurez,Perennial ryegrass,"Generally these are found white in colour,although few sheeps are brown or black.Fleece is generally coarse and hairy.It produces one of the finest carpet wool.The fleece is typically removed from the entire body.  it is known that the disease can cause a decrease in body condition score and wool production due to severe wasting"
766,Gurez,Phalaris poisoning,"Generally these are found white in colour,although few sheeps are brown or black.Fleece is generally coarse and hairy.It produces one of the finest carpet wool.The fleece is typically removed from the entire body. The wool may become coarse, brittle, and discolored, leading to reduced wool quality."
767,Gurez,Phalaris staggers,"Generally these are found white in colour,although few sheeps are brown or black.Fleece is generally coarse and hairy.It produces one of the finest carpet wool.The fleece is typically removed from the entire body.  The disease might lead to abnormal wool growth or damage to the wool follicles."
768,Gurez,Photosensitisation,"Generally these are found white in colour,although few sheeps are brown or black.Fleece is generally coarse and hairy.It produces one of the finest carpet wool.The fleece is typically removed from the entire body.  In severe cases, the skin damage can lead to skin sloughing, which can further exacerbate the impact on wool production."
769,Gurez,Pink eye,"Generally these are found white in colour,although few sheeps are brown or black.Fleece is generally coarse and hairy.It produces one of the finest carpet wool.The fleece is typically removed from the entire body. In some cases, the inflammation and discharge caused by the infection can also lead to wool staining, which can be difficult to remove and may affect the value of the wool."
770,Gurez,Pneumonia,"Generally these are found white in colour,although few sheeps are brown or black.Fleece is generally coarse and hairy.It produces one of the finest carpet wool.The fleece is typically removed from the entire body. Pneumonia can also cause wool break in sheep, which is when thin, weak areas in the fibers cause the fleece to break apart when tugged."
771,Gurez,Polioencephalomalacia,"Generally these are found white in colour,although few sheeps are brown or black.Fleece is generally coarse and hairy.It produces one of the finest carpet wool.The fleece is typically removed from the entire body.  In severe cases of PEM, animals may be unable to stand or may have seizures, which can further compromise their ability to eat and drink and can lead to weight loss and decreased wool production."
772,Gurez,Pregnancy toxaemia,"Generally these are found white in colour,although few sheeps are brown or black.Fleece is generally coarse and hairy.It produces one of the finest carpet wool.The fleece is typically removed from the entire body. The disease doesn't affect wool"
773,Gurez,Pulpy kidney(enterotoxaemia),"Generally these are found white in colour,although few sheeps are brown or black.Fleece is generally coarse and hairy.It produces one of the finest carpet wool.The fleece is typically removed from the entire body. The disease might affect the wool follicles and cause wool breakage or loss"
774,Gurez,Pyrrolizidine alkaloid poisoning,"Generally these are found white in colour,although few sheeps are brown or black.Fleece is generally coarse and hairy.It produces one of the finest carpet wool.The fleece is typically removed from the entire body. Pyrrolizidine alkaloid poisoning in sheep can result in lighter weight and decreased wool growth compared to sheep grazing on Echium-free pasture."
775,Gurez,Scabby mouth,"Generally these are found white in colour,although few sheeps are brown or black.Fleece is generally coarse and hairy.It produces one of the finest carpet wool.The fleece is typically removed from the entire body. The virus that causes scabby mouth can also cause lesions on other body parts, which may become susceptible to secondary bacterial invasion, further impacting the health and well-being of the sheep and potentially affecting wool production. "
776,Gurez,Selenium deficiency(white muscle),"Generally these are found white in colour,although few sheeps are brown or black.Fleece is generally coarse and hairy.It produces one of the finest carpet wool.The fleece is typically removed from the entire body.  Inadequate levels of selenium can result in a wool fleece that is lacking in its natural ""crimp,"" which is the natural wave or curl in the wool fibers. This can lead to a less valuable wool clip for farmers."
777,Gurez,"Tapeworm cysts(bladder worm, sheep measles,hydatids)","Generally these are found white in colour,although few sheeps are brown or black.Fleece is generally coarse and hairy.It produces one of the finest carpet wool.The fleece is typically removed from the entire body.  tapeworm cysts in sheep can affect wool quality and quantity indirectly through various mechanisms, including carcase condemnation, reduced animal value, stress, poor nutrition, changes in management practices, and human health risks"
778,Gurez,Tetanus,"Generally these are found white in colour,although few sheeps are brown or black.Fleece is generally coarse and hairy.It produces one of the finest carpet wool.The fleece is typically removed from the entire body.  There is no direct evidence that tetanus affects wool production in sheep."
779,Gurez,Vibrosis,"Generally these are found white in colour,although few sheeps are brown or black.Fleece is generally coarse and hairy.It produces one of the finest carpet wool.The fleece is typically removed from the entire body. There is no direct evidence that Vibriosis affects wool production in sheep"
780,Karnah,None,Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. 
781,Karnah,Sheep Lice,"Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. The disease might lead to decreased wool value from cotton fleeces,decresased fibre length, fleece weight, staple strength, style and colour."
782,Karnah,Sheep worms,"Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. The disease might lead to reduced wool value from cotton fleeces,decreased fibre length, fleece weight, staple strength,style and colour"
783,Karnah,Flystrike,"Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. With this disease,The wool around the affected area may become matted and discolored, and the wool fibers may break down due to the presence of maggots and their secretions. The wool may also become contaminated with urine and fecal material, which can provide an effective breeding ground for maggots even in the relative absence of wounds"
784,Karnah,Acidosis,Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. The disease might lead to decrease in wool quality and quantity as well as reduction in wool fibre diameter 
785,Karnah,Annual ryegrass toxicity(ARGT),"Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. The disease might lead to reduce wool fiber diameter, staple strength, weight gain, and lambing percentages "
786,Karnah,Arthritis,"Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. Young lambs are the most susceptible to developing arthritis following spread of infection from the navel or infected marking, mulesing and/or shearing wounds "
787,Karnah,Botulism,Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. The disease does not affect wool quality
788,Karnah,Cheesy gland(CLA),Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body.  The disease can lead to lose around 4-7% of their clean wool production 
789,Karnah,Cobalt deficiency,Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. The disease might result in poor coat of wool
790,Karnah,Coccidiosis,Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. diarrhea caused by coccidiosis can also lead to heavily soiled fleece and an increased risk of flystrike 
791,Karnah,Copper deficiency,Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. copper deficiency may result in a poor fleece without its natural “crimp” which has been described as “steely wool”
792,Karnah,Copper poisoning,"Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. This disease may lead to stringy wool and swayback or enzootic ataxia of lambs, which is a condition where lambs cannot coordinate their legs"
793,Karnah,Dermatophilosis,"Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body.  wool of affected sheep may become matted and lumpy, and the fibers may be damaged . The wool may also become contaminated with bacteria, which can lead to further complications "
794,Karnah,Exposure losses,"Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body.  it is possible that exposure losses can indirectly affect wool quality by causing stress to the sheep, which can lead to wool breakage or wool loss"
795,Karnah,Foot abscess,"Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body.  it is possible that foot abscesses can indirectly affect wool quality by causing stress to the sheep, which can lead to wool breakage or wool loss"
796,Karnah,Footrot,"Wool is generally white in colour.It yields Medium fine wool. The fleece is typically removed from the entire body. Footrot can cause sheep to lose weight, produce less wool, and have lower lambing performance"
797,Karnah,Grasstetany(hypomagnesaemia),Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. The disease can lead to decreased wool production and quality due to stress and poor overall health.
798,Karnah,Large lungworm,"Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. This disease might result in lower wool yields and poorer wool quality, as the sheep may not have the energy or resources to produce high-quality wool."
799,Karnah,Listerosis(circling disease),Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body.  the illness and death of affected sheep can result in decreased wool quality and quantity due to stress and reduced flock size.
800,Karnah,Lupinosis,"Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. Due to this disease,There were reductions in clean fleece weight, yield, mean fibre diameter and staple strength, and changes in position of break attributable to administration of phomopsins"
801,Karnah,Mastitis,"Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. Mastitis in sheep can have an impact on wool quality and quantity. The inflammation caused by mastitis can lead to changes in the wool follicles, resulting in uneven wool growth, shorter staple length, and wool quality. In severe cases, the inflammation can cause wool breakage, leading to wool loss."
802,Karnah,Milk fever(hypocalcaemia),"Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. Regarding wool, there is no direct impact of milk fever on the quality or quantity of wool production."
803,Karnah,Nitrate poisoning,"Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. This might cause wool fibers to become brittle and break more easily.It can also cause discoloration of wool.The wool may be weaker, have more breaks, and be more prone to shrinkage during processing."
804,Karnah,Ovine Johne's disease(OJD),"Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. OJD can affect wool production in infected sheep. The disease causes severe wasting, which can lead to a decrease in body condition score and wool production. Additionally, the wool quality may be affected due to the poor nutrition of the infected sheep "
805,Karnah,Oxalate poisoning,Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body.  it is known that the disease can cause a decrease in body condition score and wool production due to severe wasting
806,Karnah,Perennial ryegrass,Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. it is known that the disease can cause a decrease in body condition score and wool production due to severe wasting
807,Karnah,Phalaris poisoning,"Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. The wool may become coarse, brittle, and discolored, leading to reduced wool quality."
808,Karnah,Phalaris staggers,Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. The disease might lead to abnormal wool growth or damage to the wool follicles.
809,Karnah,Photosensitisation,"Wool is generally white in colour.It yields Medium fine wool. The fleece is typically removed from the entire body. In severe cases, the skin damage can lead to skin sloughing, which can further exacerbate the impact on wool production."
810,Karnah,Pink eye,"Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. In some cases, the inflammation and discharge caused by the infection can also lead to wool staining, which can be difficult to remove and may affect the value of the wool."
811,Karnah,Pneumonia,"Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. Pneumonia can also cause wool break in sheep, which is when thin, weak areas in the fibers cause the fleece to break apart when tugged."
812,Karnah,Polioencephalomalacia,"Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body.  In severe cases of PEM, animals may be unable to stand or may have seizures, which can further compromise their ability to eat and drink and can lead to weight loss and decreased wool production."
813,Karnah,Pregnancy toxaemia,Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. The disease doesn't affect wool
814,Karnah,Pulpy kidney(enterotoxaemia),Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. The disease might affect the wool follicles and cause wool breakage or loss
815,Karnah,Pyrrolizidine alkaloid poisoning,Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. Pyrrolizidine alkaloid poisoning in sheep can result in lighter weight and decreased wool growth compared to sheep grazing on Echium-free pasture.
816,Karnah,Scabby mouth,"Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. The virus that causes scabby mouth can also cause lesions on other body parts, which may become susceptible to secondary bacterial invasion, further impacting the health and well-being of the sheep and potentially affecting wool production. "
817,Karnah,Selenium deficiency(white muscle),"Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. Inadequate levels of selenium can result in a wool fleece that is lacking in its natural ""crimp,"" which is the natural wave or curl in the wool fibers. This can lead to a less valuable wool clip for farmers."
818,Karnah,"Tapeworm cysts(bladder worm, sheep measles,hydatids)","Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body.  tapeworm cysts in sheep can affect wool quality and quantity indirectly through various mechanisms, including carcase condemnation, reduced animal value, stress, poor nutrition, changes in management practices, and human health risks"
819,Karnah,Tetanus,Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. There is no direct evidence that tetanus affects wool production in sheep.
820,Karnah,Vibrosis,Wool is generally white in colour.It yields Medium fine wool.The fleece is typically removed from the entire body. There is no direct evidence that Vibriosis affects wool production in sheep
821,Poonchi,None,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body. "
822,Poonchi,Sheep Lice,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body. The disease might lead to decreased wool value from cotton fleeces,decresased fibre length, fleece weight, staple strength, style and colour."
823,Poonchi,Sheep worms,"Sheep fleece varying from brown to light black.Wool is of mediuum quality,mostly white in colour.The fleece is typically removed from the entire body. The disease might lead to reduced wool value from cotton fleeces,decreased fibre length, fleece weight, staple strength,style and colour"
824,Poonchi,Flystrike,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body. With this disease,The wool around the affected area may become matted and discolored, and the wool fibers may break down due to the presence of maggots and their secretions. The wool may also become contaminated with urine and fecal material, which can provide an effective breeding ground for maggots even in the relative absence of wounds"
825,Poonchi,Acidosis,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body. The disease might lead to decrease in wool quality and quantity as well as reduction in wool fibre diameter "
826,Poonchi,Annual ryegrass toxicity(ARGT),"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body. The disease might lead to reduce wool fiber diameter, staple strength, weight gain, and lambing percentages "
827,Poonchi,Arthritis,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body. Young lambs are the most susceptible to developing arthritis following spread of infection from the navel or infected marking, mulesing and/or shearing wounds "
828,Poonchi,Botulism,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body. The disease does not affect wool quality"
829,Poonchi,Cheesy gland(CLA),"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body. The disease can lead to lose around 4-7% of their clean wool production "
830,Poonchi,Cobalt deficiency,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body. The disease might result in poor coat of wool"
831,Poonchi,Coccidiosis,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body. Diarrhea caused by coccidiosis can also lead to heavily soiled fleece and an increased risk of flystrike "
832,Poonchi,Copper deficiency,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body.copper deficiency may result in a poor fleece without its natural “crimp” which has been described as “steely wool”"
833,Poonchi,Copper poisoning,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body.This disease may lead to stringy wool and swayback or enzootic ataxia of lambs, which is a condition where lambs cannot coordinate their legs"
834,Poonchi,Dermatophilosis,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body.wool of affected sheep may become matted and lumpy, and the fibers may be damaged . The wool may also become contaminated with bacteria, which can lead to further complications "
835,Poonchi,Exposure losses,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body.it is possible that exposure losses can indirectly affect wool quality by causing stress to the sheep, which can lead to wool breakage or wool loss"
836,Poonchi,Foot abscess,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body. it is possible that foot abscesses can indirectly affect wool quality by causing stress to the sheep, which can lead to wool breakage or wool loss"
837,Poonchi,Footrot,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body.Footrot can cause sheep to lose weight, produce less wool, and have lower lambing performance"
838,Poonchi,Grasstetany(hypomagnesaemia),"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body.The disease can lead to decreased wool production and quality due to stress and poor overall health."
839,Poonchi,Large lungworm,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body.This disease might result in lower wool yields and poorer wool quality, as the sheep may not have the energy or resources to produce high-quality wool."
840,Poonchi,Listerosis(circling disease),"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body.the illness and death of affected sheep can result in decreased wool quality and quantity due to stress and reduced flock size."
841,Poonchi,Lupinosis,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body.Due to this disease,There were reductions in clean fleece weight, yield, mean fibre diameter and staple strength, and changes in position of break attributable to administration of phomopsins"
842,Poonchi,Mastitis,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body.Mastitis in sheep can have an impact on wool quality and quantity. The inflammation caused by mastitis can lead to changes in the wool follicles, resulting in uneven wool growth, shorter staple length, and wool quality. In severe cases, the inflammation can cause wool breakage, leading to wool loss."
843,Poonchi,Milk fever(hypocalcaemia),"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body.Regarding wool, there is no direct impact of milk fever on the quality or quantity of wool production."
844,Poonchi,Nitrate poisoning,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body.This might cause wool fibers to become brittle and break more easily.It can also cause discoloration of wool.The wool may be weaker, have more breaks, and be more prone to shrinkage during processing."
845,Poonchi,Ovine Johne's disease(OJD),"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body.OJD can affect wool production in infected sheep. The disease causes severe wasting, which can lead to a decrease in body condition score and wool production. Additionally, the wool quality may be affected due to the poor nutrition of the infected sheep "
846,Poonchi,Oxalate poisoning,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body.it is known that the disease can cause a decrease in body condition score and wool production due to severe wasting"
847,Poonchi,Perennial ryegrass,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body. it is known that the disease can cause a decrease in body condition score and wool production due to severe wasting"
848,Poonchi,Phalaris poisoning,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body.The wool may become coarse, brittle, and discolored, leading to reduced wool quality."
849,Poonchi,Phalaris staggers,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body.The disease might lead to abnormal wool growth or damage to the wool follicles."
850,Poonchi,Photosensitisation,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body.In severe cases, the skin damage can lead to skin sloughing, which can further exacerbate the impact on wool production."
851,Poonchi,Pink eye,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body.In some cases, the inflammation and discharge caused by the infection can also lead to wool staining, which can be difficult to remove and may affect the value of the wool."
852,Poonchi,Pneumonia,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body.Pneumonia can also cause wool break in sheep, which is when thin, weak areas in the fibers cause the fleece to break apart when tugged."
853,Poonchi,Polioencephalomalacia,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body.In severe cases of PEM, animals may be unable to stand or may have seizures, which can further compromise their ability to eat and drink and can lead to weight loss and decreased wool production."
854,Poonchi,Pregnancy toxaemia,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body.It yields Medium fine wool.The disease doesn't affect wool"
855,Poonchi,Pulpy kidney(enterotoxaemia),"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body.The disease might affect the wool follicles and cause wool breakage or loss"
856,Poonchi,Pyrrolizidine alkaloid poisoning,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body.Pyrrolizidine alkaloid poisoning in sheep can result in lighter weight and decreased wool growth compared to sheep grazing on Echium-free pasture."
857,Poonchi,Scabby mouth,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body.The virus that causes scabby mouth can also cause lesions on other body parts, which may become susceptible to secondary bacterial invasion, further impacting the health and well-being of the sheep and potentially affecting wool production. "
858,Poonchi,Selenium deficiency(white muscle),"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body.Inadequate levels of selenium can result in a wool fleece that is lacking in its natural ""crimp,"" which is the natural wave or curl in the wool fibers. This can lead to a less valuable wool clip for farmers."
859,Poonchi,"Tapeworm cysts(bladder worm, sheep measles,hydatids)","Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body. tapeworm cysts in sheep can affect wool quality and quantity indirectly through various mechanisms, including carcase condemnation, reduced animal value, stress, poor nutrition, changes in management practices, and human health risks"
860,Poonchi,Tetanus,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body.There is no direct evidence that tetanus affects wool production in sheep."
861,Poonchi,Vibrosis,"Sheep fleece varying from brown to light black.Wool is of medium quality,mostly white in colour.The fleece is typically removed from the entire body.There is no direct evidence that Vibriosis affects wool production in sheep"
862,Bhakarwal,None,Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.
863,Bhakarwal,Sheep Lice,"Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.The disease might lead to decreased wool value from cotton fleeces,decresased fibre length, fleece weight, staple strength, style and colour."
864,Bhakarwal,Sheep worms,"Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.The disease might lead to reduced wool value from cotton fleeces,decreased fibre length, fleece weight, staple strength,style and colour"
865,Bhakarwal,Flystrike,"Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.With this disease,The wool around the affected area may become matted and discolored, and the wool fibers may break down due to the presence of maggots and their secretions. The wool may also become contaminated with urine and fecal material, which can provide an effective breeding ground for maggots even in the relative absence of wounds"
866,Bhakarwal,Acidosis,Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.The disease might lead to decrease in wool quality and quantity as well as reduction in wool fibre diameter 
867,Bhakarwal,Annual ryegrass toxicity(ARGT),"Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.The disease might lead to reduce wool fiber diameter, staple strength, weight gain, and lambing percentages "
868,Bhakarwal,Arthritis,"Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.Young lambs are the most susceptible to developing arthritis following spread of infection from the navel or infected marking, mulesing and/or shearing wounds "
869,Bhakarwal,Botulism,Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.The disease does not affect wool quality
870,Bhakarwal,Cheesy gland(CLA),Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.The disease can lead to lose around 4-7% of their clean wool production 
871,Bhakarwal,Cobalt deficiency,Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.The disease might result in poor coat of wool
872,Bhakarwal,Coccidiosis,Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared..Diarrhea caused by coccidiosis can also lead to heavily soiled fleece and an increased risk of flystrike 
873,Bhakarwal,Copper deficiency,Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared..copper deficiency may result in a poor fleece without its natural “crimp” which has been described as “steely wool”
874,Bhakarwal,Copper poisoning,"Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared..This disease may lead to stringy wool and swayback or enzootic ataxia of lambs, which is a condition where lambs cannot coordinate their legs"
875,Bhakarwal,Dermatophilosis,"Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.wool of affected sheep may become matted and lumpy, and the fibers may be damaged . The wool may also become contaminated with bacteria, which can lead to further complications "
876,Bhakarwal,Exposure losses,"Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.it is possible that exposure losses can indirectly affect wool quality by causing stress to the sheep, which can lead to wool breakage or wool loss"
877,Bhakarwal,Foot abscess,"Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.it is possible that foot abscesses can indirectly affect wool quality by causing stress to the sheep, which can lead to wool breakage or wool loss"
878,Bhakarwal,Footrot,"Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.Footrot can cause sheep to lose weight, produce less wool, and have lower lambing performance"
879,Bhakarwal,Grasstetany(hypomagnesaemia),Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.The disease can lead to decreased wool production and quality due to stress and poor overall health.
880,Bhakarwal,Large lungworm,"Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.This disease might result in lower wool yields and poorer wool quality, as the sheep may not have the energy or resources to produce high-quality wool."
881,Bhakarwal,Listerosis(circling disease),Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.the illness and death of affected sheep can result in decreased wool quality and quantity due to stress and reduced flock size.
882,Bhakarwal,Lupinosis,"Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.Due to this disease,There were reductions in clean fleece weight, yield, mean fibre diameter and staple strength, and changes in position of break attributable to administration of phomopsins"
883,Bhakarwal,Mastitis,"Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.Mastitis in sheep can have an impact on wool quality and quantity. The inflammation caused by mastitis can lead to changes in the wool follicles, resulting in uneven wool growth, shorter staple length, and wool quality. In severe cases, the inflammation can cause wool breakage, leading to wool loss."
884,Bhakarwal,Milk fever(hypocalcaemia),"Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.Regarding wool, there is no direct impact of milk fever on the quality or quantity of wool production."
